navigationalstatus,sog,cog,heading,shiptype,width,length,draught
Under way using engine,13.2,127.7,127.0,Cargo,14.0,112.0,4.1
Under way using engine,14.2,164.4,166.0,Passenger,26.0,222.0,5.7
Under way using engine,15.2,47.0,47.0,Tanker,28.0,185.0,10.5
Under way using engine,11.7,338.2,337.0,Tanker,23.0,144.0,7.7
Under way using engine,13.2,32.5,33.0,Cargo,29.0,190.0,9.9
Under way using engine,8.5,267.0,267.0,Cargo,12.0,74.0,3.8
Under way using engine,16.2,241.8,244.0,Cargo,25.0,193.0,5.6
Under way using engine,13.3,129.7,128.0,Cargo,14.0,112.0,4.1
Under way using engine,13.2,314.9,317.0,Cargo,21.0,100.0,4.7
Under way using engine,11.5,342.0,351.0,Tanker,17.0,119.0,6.2
Under way using engine,11.4,343.0,351.0,Tanker,17.0,119.0,6.2
Under way using engine,11.6,208.0,210.0,Tanker,21.0,129.0,7.9
Under way using engine,12.3,343.8,340.0,Cargo,36.0,200.0,11.4
Under way using engine,13.1,140.9,142.0,Tanker,28.0,184.0,7.6
Under way using engine,9.5,10.4,11.0,Cargo,13.0,111.0,5.7
Under way using engine,10.1,164.0,166.0,Tanker,32.0,228.0,7.2
Under way using engine,3.8,4.6,173.0,Tug,7.0,20.0,2.6
Constrained by her draught,12.6,340.7,338.0,Cargo,43.0,333.0,13.3
Under way using engine,15.2,47.0,47.0,Tanker,28.0,185.0,10.5
Under way using engine,16.3,31.0,29.0,Cargo,22.0,155.0,8.6
Under way using engine,13.1,141.1,142.0,Tanker,28.0,184.0,7.6
Under way using engine,8.8,221.6,221.0,Tanker,24.0,156.0,9.0
Under way using engine,16.3,245.2,246.0,Cargo,25.0,193.0,5.6
Under way using engine,11.2,186.3,184.0,Cargo,16.0,116.0,6.9
Under way using engine,16.1,32.0,30.0,Cargo,22.0,155.0,8.6
Under way using engine,12.7,211.5,211.0,Tanker,32.0,183.0,8.8
Under way using engine,16.6,137.4,137.0,Cargo,22.0,154.0,6.1
Under way using engine,10.4,137.2,137.0,Cargo,16.0,100.0,4.8
Under way using engine,13.0,37.1,36.0,Cargo,29.0,190.0,9.9
Under way using engine,9.5,160.0,163.0,Tanker,14.0,75.0,5.5
Under way using engine,12.2,154.9,154.0,Cargo,13.0,89.0,3.8
Under way using engine,12.5,5.0,4.0,Cargo,28.0,179.0,9.6
Under way using engine,11.5,164.4,165.0,Tanker,16.0,115.0,6.6
Under way using engine,12.9,139.7,139.0,Cargo,32.0,197.0,6.8
Under way using engine,10.2,221.1,223.0,Passenger,24.0,130.0,4.9
Under way using engine,11.9,340.0,343.0,Cargo,32.0,180.0,10.5
Under way using engine,10.4,137.3,137.0,Cargo,16.0,100.0,4.8
Under way using engine,15.4,345.6,343.0,Cargo,23.0,139.0,5.7
Under way using engine,14.1,213.3,215.0,Cargo,36.0,200.0,9.7
Under way using engine,14.4,165.1,167.0,Cargo,26.0,187.0,6.5
Under way using engine,10.5,132.6,130.0,Cargo,17.0,119.0,5.4
Under way using engine,9.4,8.4,11.0,Cargo,13.0,111.0,5.7
Under way using engine,12.4,343.6,340.0,Cargo,36.0,200.0,11.4
Constrained by her draught,11.8,325.7,325.0,Tanker,44.0,254.0,14.1
Under way using engine,12.8,140.4,139.0,Cargo,32.0,197.0,6.8
Under way using engine,18.0,331.9,329.0,Pilot,5.0,15.0,1.5
Under way using engine,8.8,283.6,287.0,Cargo,16.0,140.0,4.7
Under way using engine,7.7,174.6,172.0,Cargo,13.0,85.0,4.5
Under way using engine,12.6,161.3,165.0,Cargo,14.0,89.0,3.7
Under way using engine,12.1,337.6,338.0,Tanker,22.0,144.0,6.1
Under way using engine,17.7,161.6,162.0,Passenger,26.0,169.0,6.3
Under way using engine,8.3,347.3,347.0,Cargo,14.0,90.0,6.1
Under way using engine,9.7,35.7,39.0,Cargo,14.0,98.0,3.9
Under way using engine,14.3,214.5,214.0,Cargo,17.0,119.0,7.7
Under way using engine,13.0,317.8,318.0,Cargo,21.0,100.0,4.7
Under way using engine,10.2,316.8,318.0,Cargo,14.0,90.0,5.7
Constrained by her draught,12.3,340.7,340.0,Tanker,44.0,250.0,14.5
Under way using engine,9.9,345.8,345.0,Tanker,16.0,103.0,7.0
Under way using engine,14.6,82.7,82.0,Pilot,5.0,16.0,1.5
Under way using engine,11.4,164.2,165.0,Tanker,16.0,115.0,6.6
Under way using engine,10.5,132.8,130.0,Cargo,17.0,119.0,5.4
Under way using engine,13.0,226.4,225.0,Tanker,32.0,183.0,8.8
Under way using engine,9.9,164.0,165.0,Tanker,14.0,75.0,5.5
Under way using engine,9.6,347.6,346.0,Cargo,15.0,101.0,6.8
Under way using engine,12.2,337.9,338.0,Tanker,22.0,144.0,6.1
Constrained by her draught,11.6,327.0,325.0,Tanker,44.0,254.0,14.1
Under way using engine,9.8,36.0,41.0,Cargo,14.0,98.0,3.9
Constrained by her draught,11.6,326.7,325.0,Tanker,44.0,254.0,14.1
Under way using engine,14.5,164.9,165.0,Tanker,42.0,246.0,8.0
Under way using engine,12.7,160.8,164.0,Cargo,14.0,89.0,3.7
Under way using engine,9.5,343.8,344.0,Cargo,15.0,101.0,6.8
Under way using engine,16.3,247.9,249.0,Cargo,25.0,193.0,5.6
Under way using engine,9.8,13.2,11.0,Cargo,12.0,81.0,5.4
Under way using engine,11.7,332.4,330.0,Tanker,30.0,184.0,9.6
Under way using engine,9.8,267.5,270.0,Cargo,14.0,112.0,6.1
Under way using engine,11.0,22.0,16.0,Tanker,17.0,119.0,6.2
Under way using engine,16.8,135.7,138.0,Cargo,22.0,154.0,6.1
Under way using engine,17.3,158.8,159.0,Passenger,26.0,169.0,6.3
Under way using engine,10.3,317.4,318.0,Cargo,14.0,90.0,5.7
Under way using engine,16.4,337.5,335.0,Cargo,27.0,218.0,7.1
Under way using engine,15.4,57.6,59.0,Cargo,22.0,140.0,6.8
Constrained by her draught,11.4,6.1,8.0,Cargo,32.0,225.0,13.7
Under way using engine,21.4,330.8,327.0,Pilot,5.0,15.0,1.5
Under way using engine,17.2,158.1,160.0,Passenger,26.0,169.0,6.3
Under way using engine,9.4,181.3,183.0,Cargo,16.0,120.0,7.6
Under way using engine,10.1,352.0,353.0,Cargo,12.0,90.0,4.5
Under way using engine,13.3,138.2,134.0,Cargo,14.0,112.0,4.1
Under way using engine,16.8,136.1,138.0,Cargo,22.0,154.0,6.1
Under way using engine,11.4,210.0,211.0,Tanker,21.0,129.0,7.9
Under way using engine,16.6,320.4,318.0,Cargo,27.0,218.0,7.1
Under way using engine,13.3,318.1,318.0,Cargo,21.0,100.0,4.7
Under way using engine,10.2,344.5,348.0,Cargo,14.0,106.0,4.3
Under way using engine,8.9,268.0,271.0,Cargo,12.0,74.0,3.8
Under way using engine,13.2,138.5,137.0,Tanker,28.0,184.0,7.6
Under way using engine,12.0,337.7,337.0,Tanker,44.0,250.0,12.8
Under way using engine,14.2,166.1,166.0,Cargo,26.0,187.0,6.5
Under way using engine,14.1,212.2,212.0,Cargo,17.0,119.0,7.7
Under way using engine,21.6,112.4,106.0,Pilot,5.0,16.0,1.5
Under way using engine,15.4,29.0,29.0,Tanker,28.0,185.0,10.5
Under way using engine,14.4,166.0,166.0,Passenger,26.0,222.0,5.7
Under way using engine,11.8,340.0,342.0,Cargo,32.0,180.0,10.5
Under way using engine,12.6,227.5,226.0,Tanker,30.0,176.0,9.4
Under way using engine,15.4,59.4,61.0,Cargo,22.0,140.0,6.8
Under way using engine,14.6,213.6,215.0,Cargo,36.0,200.0,9.7
Under way using engine,11.3,36.8,37.0,Cargo,33.0,216.0,10.6
Under way using engine,6.1,169.7,170.0,Tug,8.0,26.0,4.2
Under way using engine,15.4,30.0,30.0,Tanker,28.0,185.0,10.5
Under way using engine,9.1,315.8,318.0,Cargo,14.0,89.0,6.4
Under way using engine,12.5,157.9,157.0,Cargo,13.0,89.0,3.8
Under way using engine,8.8,211.0,213.0,Tanker,24.0,156.0,9.0
Under way using engine,8.2,347.6,347.0,Cargo,14.0,90.0,6.1
Under way using engine,11.6,38.5,40.0,Cargo,33.0,216.0,10.6
Under way using engine,8.6,330.4,333.0,Cargo,11.0,88.0,4.7
Under way using engine,15.2,340.0,338.0,Cargo,22.0,155.0,8.6
Under way using engine,21.4,335.3,334.0,Pilot,5.0,15.0,1.5
Under way using engine,11.7,317.0,317.0,Tanker,30.0,184.0,9.6
Constrained by her draught,12.9,338.3,335.0,Cargo,43.0,333.0,13.3
Under way using engine,8.5,335.7,338.0,Cargo,11.0,82.0,4.2
Under way using engine,15.7,344.1,342.0,Cargo,23.0,139.0,5.7
Under way using engine,12.1,341.3,344.0,Tanker,23.0,144.0,7.7
Under way using engine,11.1,227.2,224.0,Tanker,30.0,176.0,9.4
Under way using engine,14.6,213.5,215.0,Cargo,36.0,200.0,9.7
Under way using engine,8.6,284.3,288.0,Cargo,16.0,140.0,4.7
Under way using engine,11.8,36.0,37.0,Cargo,28.0,179.0,9.6
Under way using engine,8.4,186.6,183.0,Cargo,14.0,86.0,7.1
Under way using engine,8.4,211.6,208.0,Cargo,12.0,90.0,5.0
Under way using engine,6.4,169.8,177.0,Tug,8.0,26.0,4.2
Under way using engine,13.0,141.2,139.0,Cargo,32.0,197.0,6.8
Under way using engine,9.6,215.4,215.0,Tanker,14.0,90.0,5.2
Under way using engine,11.7,332.0,331.0,Cargo,29.0,190.0,9.9
Under way using engine,9.6,344.1,348.0,Cargo,13.0,88.0,5.6
Constrained by her draught,12.9,337.7,335.0,Cargo,43.0,333.0,13.3
Under way using engine,10.6,135.0,133.0,Cargo,16.0,100.0,4.8
Under way using engine,11.1,210.0,213.0,Tanker,21.0,129.0,7.9
Under way using engine,11.4,334.0,339.0,Tanker,17.0,119.0,6.2
Under way using engine,13.5,136.8,136.0,Cargo,14.0,112.0,4.1
Under way using engine,11.6,315.9,316.0,Cargo,36.0,200.0,11.4
Under way using engine,12.4,166.7,168.0,Cargo,13.0,89.0,3.8
Under way using engine,11.4,197.5,200.0,Passenger,24.0,130.0,4.9
Under way using engine,12.2,37.3,38.0,Cargo,28.0,179.0,9.6
Under way using engine,11.1,181.7,181.0,Cargo,16.0,116.0,6.9
Under way using engine,16.5,178.9,181.0,Cargo,25.0,193.0,5.6
Under way using engine,14.4,165.2,166.0,Passenger,26.0,222.0,5.7
Under way using engine,11.6,315.3,316.0,Cargo,36.0,200.0,11.4
Under way using engine,11.6,167.5,167.0,Tanker,16.0,115.0,6.6
Under way using engine,9.4,267.2,269.0,Cargo,14.0,112.0,6.1
Under way using engine,9.8,215.6,216.0,Tanker,14.0,90.0,5.2
Under way using engine,17.2,313.2,312.0,Cargo,27.0,218.0,7.1
Under way using engine,13.9,209.4,212.0,Cargo,17.0,119.0,7.7
Under way using engine,12.0,337.4,337.0,Tanker,44.0,250.0,12.8
Under way using engine,12.7,219.2,218.0,Tanker,32.0,183.0,8.8
Under way using engine,11.7,341.0,342.0,Cargo,32.0,180.0,10.5
Under way using engine,10.3,132.9,133.0,Cargo,17.0,119.0,5.4
Under way using engine,13.3,136.2,137.0,Tanker,28.0,184.0,7.6
Under way using engine,8.0,210.8,206.0,Cargo,12.0,90.0,5.0
Under way using engine,7.9,335.9,337.0,Cargo,11.0,82.0,4.2
Under way using engine,9.8,344.9,344.0,Tanker,16.0,103.0,7.0
Under way using engine,12.3,165.6,168.0,Cargo,14.0,89.0,3.7
Under way using engine,13.0,218.4,218.0,Tanker,32.0,183.0,8.8
Under way using engine,13.1,143.0,140.0,Cargo,32.0,197.0,6.8
Under way using engine,13.4,136.7,138.0,Cargo,14.0,112.0,4.1
Under way using engine,11.6,315.0,316.0,Tanker,30.0,184.0,9.6
Under way using engine,16.9,165.3,167.0,Passenger,26.0,169.0,6.3
Under way using engine,16.5,159.7,162.0,Cargo,22.0,154.0,6.1
Under way using engine,10.0,166.0,167.0,Tanker,14.0,75.0,5.5
Under way using engine,14.2,159.6,156.0,Tanker,42.0,246.0,8.0
Under way using engine,9.0,332.7,334.0,Cargo,11.0,88.0,4.7
Under way using engine,12.5,346.7,349.0,Tanker,22.0,144.0,6.1
Under way using engine,14.2,158.8,156.0,Tanker,42.0,246.0,8.0
Under way using engine,12.2,341.3,343.0,Tanker,23.0,144.0,7.7
Under way using engine,10.3,44.2,47.0,Cargo,14.0,98.0,3.9
Under way using engine,15.7,343.9,342.0,Cargo,23.0,139.0,5.7
Constrained by her draught,8.3,172.0,171.0,Tanker,32.0,228.0,7.2
Under way using engine,13.6,319.1,318.0,Cargo,21.0,100.0,4.7
Constrained by her draught,12.1,345.2,339.0,Tanker,44.0,250.0,14.5
Under way using engine,13.6,171.1,166.0,Pilot,5.0,15.0,1.5
Under way using engine,13.4,138.3,140.0,Tanker,28.0,184.0,7.6
Under way using engine,9.4,318.4,317.0,Cargo,14.0,89.0,6.4
Under way using engine,8.6,268.0,271.0,Cargo,12.0,74.0,3.8
Under way using engine,9.8,317.3,321.0,Cargo,14.0,90.0,5.7
Under way using engine,13.7,317.6,317.0,Cargo,21.0,100.0,4.7
Under way using engine,17.7,311.3,309.0,Cargo,27.0,218.0,7.1
Constrained by her draught,11.6,331.6,326.0,Tanker,44.0,250.0,14.5
Under way using engine,14.8,164.3,165.0,Cargo,26.0,187.0,6.5
Under way using engine,9.8,346.9,345.0,Tanker,16.0,103.0,7.0
Under way using engine,10.8,132.8,132.0,Cargo,16.0,100.0,4.8
Constrained by her draught,11.9,334.8,334.0,Tanker,44.0,254.0,14.1
Under way using engine,17.3,138.7,139.0,Passenger,26.0,169.0,6.3
Constrained by her draught,10.8,58.4,59.0,Cargo,32.0,225.0,13.7
Under way using engine,14.5,164.2,163.0,Passenger,26.0,222.0,5.7
Under way using engine,9.6,345.6,347.0,Cargo,13.0,88.0,5.6
Under way using engine,15.2,30.0,31.0,Tanker,28.0,185.0,10.5
Constrained by her draught,11.9,337.7,337.0,Tanker,44.0,254.0,14.1
Under way using engine,12.8,214.7,211.0,Tanker,30.0,176.0,9.4
Under way using engine,8.8,210.7,214.0,Tanker,24.0,156.0,9.0
Under way using engine,14.0,206.4,209.0,Cargo,17.0,119.0,7.7
Under way using engine,8.1,340.6,356.0,Cargo,13.0,111.0,5.7
Under way using engine,17.8,320.0,317.0,Cargo,27.0,218.0,7.1
Under way using engine,15.3,30.0,31.0,Tanker,28.0,185.0,10.5
Under way using engine,11.5,40.6,43.0,Cargo,33.0,216.0,10.6
Under way using engine,16.5,161.8,165.0,Cargo,22.0,154.0,6.1
Under way using engine,15.5,345.6,344.0,Cargo,23.0,139.0,5.7
Under way using engine,11.0,15.0,13.0,Cargo,12.0,90.0,4.5
Under way using engine,15.1,340.0,340.0,Cargo,22.0,155.0,8.6
Under way using engine,9.3,342.1,342.0,Cargo,15.0,101.0,6.8
Under way using engine,11.5,339.5,338.0,Tanker,44.0,250.0,12.8
Under way using engine,15.0,210.4,213.0,Cargo,36.0,200.0,9.7
Under way using engine,8.6,9.2,10.0,Cargo,12.0,81.0,5.4
Under way using engine,10.2,345.2,348.0,Cargo,14.0,106.0,4.3
Under way using engine,7.4,173.3,172.0,Cargo,13.0,85.0,4.5
Under way using engine,7.8,338.0,337.0,Cargo,11.0,82.0,4.2
Under way using engine,9.3,138.3,135.0,Cargo,32.0,197.0,6.8
Under way using engine,16.7,179.9,181.0,Cargo,25.0,193.0,5.6
Under way using engine,11.3,212.0,215.0,Tanker,21.0,129.0,7.9
Under way using engine,12.9,43.1,43.0,Cargo,28.0,179.0,9.6
Under way using engine,10.5,137.1,141.0,Cargo,17.0,119.0,5.4
Under way using engine,14.8,210.3,212.0,Cargo,36.0,200.0,9.7
Under way using engine,9.2,156.2,158.0,Cargo,16.0,120.0,7.6
Under way using engine,9.3,259.3,259.0,Cargo,14.0,112.0,6.1
Under way using engine,10.6,137.9,139.0,Cargo,16.0,100.0,4.8
Under way using engine,10.3,34.9,41.0,Cargo,14.0,98.0,3.9
Under way using engine,15.2,341.0,339.0,Cargo,22.0,155.0,8.6
Under way using engine,11.9,339.9,340.0,Cargo,29.0,190.0,9.9
Under way using engine,9.9,319.2,321.0,Cargo,14.0,90.0,5.7
Under way using engine,14.8,165.5,167.0,Cargo,26.0,187.0,6.5
Constrained by her draught,12.5,317.6,317.0,Cargo,43.0,333.0,13.3
Under way using engine,9.9,338.6,339.0,Cargo,14.0,89.0,6.4
Under way using engine,12.0,344.7,345.0,Tanker,23.0,144.0,7.7
Under way using engine,10.6,130.9,135.0,Cargo,17.0,119.0,5.4
Constrained by her draught,12.5,316.7,317.0,Cargo,43.0,333.0,13.3
Under way using engine,13.6,317.1,317.0,Cargo,21.0,100.0,4.7
Under way using engine,16.2,162.3,165.0,Cargo,22.0,154.0,6.1
Under way using engine,13.3,162.2,164.0,Cargo,14.0,112.0,4.1
Under way using engine,11.6,168.5,168.0,Cargo,13.0,89.0,3.8
Under way using engine,12.0,341.6,342.0,Cargo,29.0,190.0,9.9
Under way using engine,14.0,219.6,221.0,Cargo,17.0,119.0,7.7
Constrained by her draught,11.8,54.4,55.0,Cargo,32.0,225.0,13.7
Under way using engine,8.9,269.0,268.0,Cargo,12.0,74.0,3.8
Under way using engine,11.3,212.0,215.0,Tanker,21.0,129.0,7.9
Under way using engine,16.8,140.2,139.0,Passenger,26.0,169.0,6.3
Under way using engine,11.3,158.9,158.0,Cargo,16.0,116.0,6.9
Under way using engine,11.0,31.6,36.0,Cargo,33.0,216.0,10.6
Under way using engine,16.8,139.9,139.0,Passenger,26.0,169.0,6.3
Under way using engine,13.1,161.7,165.0,Tanker,28.0,184.0,7.6
Under way using engine,13.5,204.3,205.0,Tanker,30.0,176.0,9.4
Under way using engine,10.9,339.0,339.0,Tanker,17.0,119.0,6.2
Under way using engine,11.7,163.5,164.0,Tanker,16.0,115.0,6.6
Under way using engine,13.0,190.9,189.0,Tanker,32.0,183.0,8.8
Under way using engine,7.6,106.0,105.0,Cargo,32.0,225.0,7.2
Under way using engine,14.5,162.1,161.0,Tanker,42.0,246.0,8.0
Under way using engine,18.3,345.9,345.0,Cargo,27.0,218.0,7.1
Under way using engine,10.3,345.6,348.0,Cargo,14.0,106.0,4.3
Under way using engine,13.4,6.7,6.0,Tanker,22.0,144.0,6.1
Constrained by her draught,12.0,53.9,55.0,Cargo,32.0,225.0,13.7
Under way using engine,11.6,342.0,340.0,Cargo,32.0,180.0,10.5
Under way using engine,8.7,215.7,219.0,Tanker,24.0,156.0,9.0
Under way using engine,12.0,165.1,169.0,Cargo,14.0,89.0,3.7
Under way using engine,9.7,208.7,206.0,Tanker,14.0,90.0,5.2
Under way using engine,12.5,27.3,30.0,Cargo,28.0,179.0,9.6
Under way sailing,15.1,129.4,128.0,Cargo,32.0,199.0,7.3
Under way using engine,9.3,156.5,158.0,Cargo,16.0,120.0,7.6
Under way using engine,9.5,348.6,350.0,Cargo,13.0,88.0,5.6
Under way using engine,14.5,161.7,162.0,Tanker,42.0,246.0,8.0
Under way using engine,9.2,3.3,0.0,Cargo,11.0,88.0,4.7
Under way using engine,14.8,43.0,43.0,Tanker,28.0,185.0,10.5
Under way using engine,14.4,165.5,167.0,Cargo,26.0,187.0,6.5
Under way using engine,10.5,319.0,321.0,Tanker,17.0,119.0,6.2
Under way using engine,9.9,178.0,177.0,Cargo,14.0,86.0,7.1
Under way using engine,7.9,340.3,340.0,Cargo,14.0,90.0,6.1
Under way using engine,10.4,320.0,321.0,Cargo,14.0,90.0,5.7
Under way using engine,11.4,338.0,336.0,Cargo,32.0,180.0,10.5
Under way using engine,14.4,170.4,170.0,Passenger,26.0,222.0,5.7
Under way using engine,10.0,37.4,39.0,Cargo,14.0,98.0,3.9
Constrained by her draught,11.9,320.0,322.0,Tanker,44.0,250.0,14.5
Under way using engine,12.2,166.2,169.0,Cargo,14.0,89.0,3.7
Under way using engine,10.1,163.0,162.0,Tanker,14.0,75.0,5.5
Under way using engine,17.0,178.9,181.0,Cargo,25.0,193.0,5.6
Under way using engine,15.0,340.2,338.0,Cargo,23.0,139.0,5.7
Constrained by her draught,11.8,314.9,317.0,Tanker,44.0,250.0,14.5
Under way using engine,14.8,340.0,338.0,Cargo,22.0,155.0,8.6
Under way using engine,9.5,258.6,257.0,Cargo,14.0,112.0,6.1
Under way using engine,9.7,209.0,208.0,Tanker,14.0,90.0,5.2
Under way using engine,11.1,151.5,152.0,Cargo,16.0,116.0,6.9
Constrained by her draught,12.1,0.1,359.0,Tanker,44.0,254.0,14.1
Under way using engine,13.5,319.8,321.0,Cargo,21.0,100.0,4.7
Under way sailing,14.6,131.2,130.0,Cargo,32.0,199.0,7.3
Under way using engine,14.5,215.0,215.0,Cargo,17.0,119.0,7.7
Under way using engine,15.2,212.7,213.0,Cargo,36.0,200.0,9.7
Constrained by her draught,10.9,192.0,194.0,Tanker,32.0,228.0,7.2
Under way using engine,9.6,341.6,342.0,Cargo,15.0,101.0,6.8
Under way using engine,14.8,34.0,33.0,Tanker,28.0,185.0,10.5
Under way using engine,13.5,211.6,211.0,Tanker,30.0,176.0,9.4
Under way using engine,11.8,165.2,164.0,Tanker,16.0,115.0,6.6
Under way using engine,15.4,212.6,213.0,Cargo,36.0,200.0,9.7
Under way using engine,12.4,40.4,41.0,Cargo,28.0,179.0,9.6
Under way using engine,13.1,161.5,162.0,Cargo,14.0,112.0,4.1
Under way using engine,17.0,139.5,138.0,Passenger,26.0,169.0,6.3
Under way using engine,10.5,37.6,38.0,Cargo,33.0,216.0,10.6
Under way using engine,9.9,350.3,348.0,Tug,9.0,26.0,3.0
Under way using engine,9.9,337.5,343.0,Cargo,14.0,89.0,6.4
Under way using engine,13.3,330.4,332.0,Cargo,21.0,100.0,4.7
Under way sailing,14.5,131.2,130.0,Cargo,32.0,199.0,7.3
Under way using engine,10.4,129.7,132.0,Cargo,32.0,197.0,6.8
Under way using engine,11.8,343.0,338.0,Tanker,44.0,250.0,12.8
Under way using engine,10.4,129.7,132.0,Cargo,32.0,197.0,6.8
Under way using engine,16.6,162.3,166.0,Cargo,22.0,154.0,6.1
Under way using engine,9.5,341.9,340.0,Tanker,16.0,103.0,7.0
Under way using engine,10.6,160.8,163.0,Cargo,16.0,100.0,4.8
Under way using engine,11.7,344.1,338.0,Tanker,44.0,250.0,12.8
Under way using engine,15.3,340.7,339.0,Cargo,23.0,139.0,5.7
Under way using engine,14.5,215.5,215.0,Cargo,17.0,119.0,7.7
Under way using engine,10.2,135.1,135.0,Cargo,17.0,119.0,5.4
Under way using engine,10.2,163.0,162.0,Tanker,14.0,75.0,5.5
Under way using engine,10.0,12.0,12.0,Cargo,12.0,90.0,4.5
Under way using engine,8.0,348.0,353.0,Cargo,11.0,82.0,4.2
Under way using engine,18.0,345.4,344.0,Cargo,27.0,218.0,7.1
Constrained by her draught,11.8,52.7,55.0,Cargo,32.0,225.0,13.7
Under way using engine,10.1,346.0,348.0,Cargo,14.0,106.0,4.3
Under way using engine,8.7,298.0,296.0,Cargo,12.0,74.0,3.8
Under way using engine,13.0,161.7,164.0,Tanker,28.0,184.0,7.6
Under way using engine,12.1,342.5,338.0,Tanker,23.0,144.0,7.7
Under way using engine,16.8,163.1,166.0,Cargo,22.0,154.0,6.1
Under way using engine,13.0,163.0,163.0,Cargo,14.0,112.0,4.1
Under way using engine,18.0,345.7,344.0,Cargo,27.0,218.0,7.1
Under way using engine,13.6,7.5,6.0,Cargo,21.0,137.0,6.2
Under way using engine,9.5,339.8,340.0,Cargo,15.0,101.0,6.8
Under way using engine,15.5,162.7,162.0,Tanker,42.0,246.0,8.0
Under way using engine,11.5,215.0,215.0,Tanker,21.0,129.0,7.9
Under way using engine,4.7,82.0,70.0,Cargo,32.0,225.0,7.2
Under way using engine,12.2,171.7,170.0,Cargo,13.0,89.0,3.8
Under way using engine,12.0,342.7,339.0,Tanker,23.0,144.0,7.7
Under way using engine,15.0,35.0,33.0,Tanker,28.0,185.0,10.5
Under way using engine,16.5,140.4,139.0,Passenger,26.0,169.0,6.3
Under way using engine,13.3,178.6,176.0,Tanker,32.0,183.0,8.8
Restricted maneuverability,6.4,233.7,238.0,Tug,14.0,37.0,6.9
Under way using engine,11.7,342.4,341.0,Cargo,29.0,190.0,9.9
Under way using engine,12.8,162.0,164.0,Tanker,28.0,184.0,7.6
Under way using engine,9.0,337.1,339.0,Cargo,12.0,81.0,5.4
Under way using engine,6.9,239.8,238.0,Cargo,12.0,90.0,5.0
Under way using engine,14.7,167.1,166.0,Cargo,26.0,187.0,6.5
Under way using engine,11.7,215.0,214.0,Tanker,21.0,129.0,7.9
Under way using engine,14.8,339.0,339.0,Cargo,22.0,155.0,8.6
Under way using engine,13.7,7.9,6.0,Cargo,21.0,137.0,6.2
Under way using engine,12.8,38.3,39.0,Tanker,22.0,144.0,6.1
Under way using engine,8.0,355.3,356.0,Cargo,13.0,111.0,5.7
Under way using engine,17.2,181.6,183.0,Cargo,25.0,193.0,5.6
Under way using engine,13.0,218.6,215.0,Tanker,30.0,176.0,9.4
Under way using engine,7.6,222.7,219.0,Tanker,24.0,156.0,9.0
Under way using engine,9.4,157.1,157.0,Cargo,16.0,120.0,7.6
Under way sailing,14.5,131.5,132.0,Cargo,32.0,199.0,7.3
Under way using engine,11.5,165.2,164.0,Tanker,16.0,115.0,6.6
Under way using engine,14.7,163.9,161.0,Passenger,26.0,222.0,5.7
Under way using engine,12.9,38.1,39.0,Tanker,22.0,144.0,6.1
Under way using engine,12.3,165.6,167.0,Cargo,14.0,89.0,3.7
Under way using engine,14.6,163.7,160.0,Passenger,26.0,222.0,5.7
Under way using engine,9.3,2.0,5.0,Cargo,14.0,98.0,3.9
Under way using engine,10.8,314.0,316.0,Tanker,17.0,119.0,6.2
Under way using engine,8.8,258.6,257.0,Cargo,14.0,112.0,6.1
Under way using engine,8.7,258.3,257.0,Cargo,14.0,112.0,6.1
Under way using engine,11.3,154.1,153.0,Cargo,16.0,116.0,6.9
